numero_processo
10014922520248260695
00012507420258260428
23761374220258260000
10172881620248260482
10083209720258260114
23838758120258260000
10146992820248260037
00016136920248260372
10018586920258260003
22419206220258260000
10393872520258260100
10007593320258260272
10114232320218260577
00023187820258260066
10078231120248260020
10035762820228260417
10098750320248260271
10027925820258260704
10735145720238260100
10036081520258260292
10171329120258260482
10425051220258260002
10066934320238260271
10004073420258260318
10734022020258260100
10020384220258260664
10112615920258260004
10035184020248260066
10005835120258260079
10038074920258260482
10025619820258260132
10056701720238260286
10018774120258260079
15075249420258260002
10197355520248260068
10955332320248260100
10156689420248260020
10515710520248260114
10002468120238260548
10005428620248260704
10650897020258260100
10052196820258260529
00032119620258260348
10071503520248260079
10378119420258260100
11137228320238260100
10055647820248260073
10330660420248260554
10096096220258260309
11551649220248260100
10082515420258260344
23177061520258260000
23944652020258260000
23906882720258260000
40113094320258260011
40239259020258260224
40076377020258260320
40861771620258260100
10030563620258260038
24054565520258260000
10000859120258260551
24053396420258260000
10004881120258260535
40100425120258260006
40100979320258260008
21661454120258260000
24049646320258260000
24047368820258260000
23838775120258260000
40112139820258260020
10000389120258260592
10026312120258260228
10001936520258260537
10006177420258260548
40113425620258260068
10001737420258260537
10002161820258260567
23837086420258260000
40242665820258260114
40020707820258260281
23656674920258260000
10001651220258260630
10000414120258260626
24033121120258260000
10021575020258260228
10003608720258260309
40056058320258260032
10020007720258260228
10068171820258260348
23691967620258260000
40836136420258260100
40033108220258260126
40833061320258260100
40048897120258260609
40124432620258260005
40118233420258260451
00639085120258260100
10071139520258260071
24014986120258260000
40084446420258260361
40447876920258260002
40203896120258260001
40828108120258260100
40447200720258260002
40827068920258260100
40028702420258260664
40109578520258260011
40031198720258260077
40054776320258260032
40041319820258260510
40824479420258260100
40066529320258260161
40011691520258260539
40822322120258260100
24005745020258260000
00087577720258260625
40821620420258260100
24004108520258260000
40819793320258260100
10106971720248260004
10075623520258260562
40059134320258260704
11384693420228260100
40016414520258260400
40040981120258260510
10001672420258260228
40019841020258260281
40108391220258260011
40092856320258260004
40092726420258260004
40442082420258260002
40023841120258260156
23990926720258260000
10040610420258260100
40087565020258260196
40072635420258260320
40810258420258260100
10033868520258260344
40058719120258260704
40010027620258260125
00048696420258260637
10184939120258260564
40127417020258260602
40072323420258260320
40199747820258260001
40233286320258260114
40235901620258260016
40018935620258260462
10588361920248260224
40806793620258260100
40138780720258260564
40806542320258260100
40029864520258260077
40232844420258260114
40079725220258260009
40804290320258260100
40804065720258260100
40015775220258260168
40061835420258260482
40802888120258260100
40004086320258260060
40040906220258260048
40003431120258260370
40125883720258260602
40024916320258260024
40800809720258260100
40197963220258260001
40058078120258260704
40012457920258260655
40009460920258260201
40125294920258260602
23865501720258260000
40081761020258260361
23966580820258260000
23965784420258260000
00020342020258260115
40432556020258260002
40009588620258260180
00180584320258260562
23176239620258260000
40087526220258260309
23501760220258260000
40126485720258260554
23958656920258260000
10176826820258260100
23956716920258260000
10087480920258260008
40090950320258260004
40012362020258260655
10259478320258260577
40150324020258260506
40790182220258260100
10242373420248260554
10006273820258260704
40125896920258260554
40018640620258260462
00010994920258260480
40789255920258260100
10169773620258260564
40106748520258260068
40195876320258260001
40112259020258260577
10114738020258260004
40785298220258260100
00145050420258260007
40153403320258260003
40070513320258260320
00014317420258260493
40783496620258260100
00090742020258260320
40037961120258260565
40028651720258260077
40057072920258260704
40048054020258260037
40032899320258260292
40229986920258260016
40193477420258260001
10875321520258260100
40770903620258260100
10208841120258260114
10318013420258260100
40050040420258260606
40103877220258260020
11227036720248260100
00090291620258260320
40117556420258260005
40145335620258260506
00059051120258260066
40012443520258260319
40023816420258260024
10175516520258260562
00004595620258260315
10002445120258260125
10012970920248260576
10416586720228260114
40096119520258260562
10386060620258260002
10075784220248260006
10858355620258260100
00051783920258260038
40122129820258260554
40760095220258260100
40027733920258260077
10019121520258260042
40759298820258260100
40046815720258260037
10445705120238260001
40758440520258260100
10252843720248260071
40757947620258260100
40755029120258260100
10151294820258260100
00194948920258260577
10076722020258260405
40094967420258260562
40753028420258260100
40016859320258260358
00051567820258260038
10148358920258260554
23891631020258260000
40142381920258260506
40751599520258260100
40750984020258260100
40040973520258260604
23887855420258260000
10248243720218260562
23884910220258260000
21028477520258260000
23882182320258260000
10154894420248260576
40039496120258260624
40016583620258260318
00077375020258260011
23877064020258260000
40013173120258260505
00287083820258260114
10186968320258260554
00616844320258260100
10356616920238260114
40086161020258260004
