numero_processo;dia_semana;ano
02172268620238060001;Quarta;2024
02003666020248060070;Terça;2024
30009064420248060166;Terça;2024
30009072920248060166;Terça;2024
08000229420248060081;Terça;2024
02754837020248060001;Segunda;2024
02755685620248060001;Segunda;2024
02756647120248060001;Segunda;2024
02754516520248060001;Segunda;2024
02751407420248060001;Sexta;2024
06361444220248060000;Quinta;2024
30004377620248060140;Quinta;2024
30294349820248060001;Quinta;2024
02064530320248060112;Quarta;2024
02744902720248060001;Quarta;2024
02055582720248060117;Terça;2024
02427548820248060001;Segunda;2024
02738529120248060001;Segunda;2024
30002634320248060051;Segunda;2024
02739610820248060001;Segunda;2024
02237064620248060001;Segunda;2024
02056877620248060167;;2024
02728655520248060001;Quarta;2024
30281660920248060001;Quarta;2024
02728378720248060001;Quarta;2024
02728923820248060001;Quarta;2024
06357780320248060000;Quarta;2024
02728282820248060001;Quarta;2024
02729105920248060001;Quarta;2024
02016439520248060043;Terça;2024
02024672120248060151;Terça;2024
30007467920248060049;Segunda;2024
02722169020248060001;Segunda;2024
02033574820228060112;;2024
02064857620228060112;;2024
02195683620248060001;Sexta;2024
30080695620228060001;Sexta;2024
30080695620228060001;Sexta;2024
02021611220248060035;Quinta;2024
30034453320248060117;Quinta;2024
06354203820248060000;Quinta;2024
02044250720248060001;Quinta;2024
30273892420248060001;Quinta;2024
02008269520248060054;Quinta;2024
02029918020248060001;Quarta;2024
02535698120238060001;Quarta;2024
02029918020248060001;Quarta;2024
02029918020248060001;Quarta;2024
02390076720238060001;Quarta;2024
30029178520238060035;Quarta;2024
02712226220248060001;Quarta;2024
30021842820248060151;Quarta;2024
02707705220248060001;Terça;2024
01588748720138060001;Terça;2024
01588748720138060001;Terça;2024
02060711020248060112;Terça;2024
30115470420248060001;Segunda;2024
02705704520248060001;Segunda;2024
06351545120248060000;Segunda;2024
06351597320248060000;Segunda;2024
30018589420248060013;Segunda;2024
30024330220238060090;;2024
30265076220248060001;;2024
02060096720248060112;Sexta;2024
02698706920248060001;Sexta;2024
30002263720248060141;Quinta;2024
30002346620248060156;Quinta;2024
02004187020248060130;Quinta;2024
02692488720248060001;Quarta;2024
02692470520248060001;Quarta;2024
02016965120228060171;Quarta;2024
02689006920248060001;Terça;2024
06348618120248060000;Terça;2024
30017555020248060090;Segunda;2024
30003627320248060128;Segunda;2024
02686824120248060001;Segunda;2024
06346885720248060000;Sexta;2024
06346885720248060000;Sexta;2024
02321608320228060001;Sexta;2024
02020607220248060035;Sexta;2024
02013826020248060034;Sexta;2024
02681151020248060001;Quinta;2024
02678925720248060001;Quinta;2024
02679826520248060001;Quinta;2024
06346219220248060000;Quinta;2024
02678579720248060001;Quinta;2024
02467916120248060001;Quarta;2024
02424768720248060001;Quarta;2024
02007432820248060168;Quarta;2024
02370725520248060001;Quarta;2024
30012421620248060112;Quarta;2024
02370517920248060001;Quarta;2024
30002116120248060111;Quarta;2024
02672464720248060001;Terça;2024
02027064920228060101;Terça;2024
30244220620248060001;Terça;2024
02052278920248060167;Terça;2024
02674344020248060001;Terça;2024
30242558620248060001;Segunda;2024
02670126520248060001;Segunda;2024
30001366020238060045;Segunda;2024
02004177020248060038;Segunda;2024
30023322520248060091;Sexta;2024
06342304020248060000;Sexta;2024
02019559520248060035;Quinta;2024
02019861020248060070;Quinta;2024
02003838520248060203;Quinta;2024
02664080720248060001;Quinta;2024
02658278920248060001;Quarta;2024
30023054220248060091;Quarta;2024
30005733020248060122;Quarta;2024
02660166720248060001;Quarta;2024
08000088520248060057;Quarta;2024
02004941220248060125;Quarta;2024
30232814920248060001;Terça;2024
02008642520248060049;Segunda;2024
02652995520248060001;Segunda;2024
30022811420248060091;Segunda;2024
02652094720248060001;Segunda;2024
02651470720248060001;;2024
02650431520248060001;;2024
02650423020248060001;;2024
01072984520198060001;Sexta;2024
02054475820248060112;Sexta;2024
02647868720248060001;Sexta;2024
02649210220248060001;Sexta;2024
02551376920228060001;Sexta;2024
02363205420228060001;Sexta;2024
02647496020248060001;Sexta;2024
02647747320248060001;Sexta;2024
02054657920248060112;Sexta;2024
02642922820248060001;Quinta;2024
02003164520248060131;Quinta;2024
30022421720248060091;Quinta;2024
06337912920248060000;Quinta;2024
02004758220248060132;Quinta;2024
30004559720238060119;Quarta;2024
08000443720248060087;Quarta;2024
02641441720248060001;Quarta;2024
30004559720238060119;Quarta;2024
02641770720248060001;Quarta;2024
02013038120248060034;Terça;2024
02033562120248060071;Terça;2024
30011398920248060053;Terça;2024
02636886720248060001;Terça;2024
02782609620228060001;Terça;2024
02013029620248060034;Segunda;2024
02635041420248060001;Segunda;2024
02634479320248060001;Segunda;2024
30215380420248060001;Segunda;2024
06335314920248060000;Segunda;2024
02012318620248060166;Segunda;2024
30042288520248060000;;2024
30213561820248060001;;2024
06334275720248060000;Sexta;2024
02003903720228060045;Sexta;2024
30021102020248060071;Quinta;2024
06333374920248060000;Quinta;2024
02777678520238060001;Quinta;2024
02083683220248060001;Quinta;2024
30014135520248060020;Quinta;2024
02622552820248060001;Quarta;2024
02554084420238060001;Quarta;2024
02620786420248060001;Quarta;2024
06332811620248060000;Quarta;2024
02554084420238060001;Quarta;2024
02699336520228060001;Quarta;2024
02621115420248060001;Quarta;2024
02005011920248060120;Terça;2024
30007029020238060115;Terça;2024
02614715120248060001;Segunda;2024
00519945920218060173;Segunda;2024
30003728220238060151;;2024
02609544620248060001;Sexta;2024
02051331520248060112;Sexta;2024
30199644320248060001;Quinta;2024
30006457920248060166;Quarta;2024
02602616220248060001;Quarta;2024
30198137720248060001;Quarta;2024
30197999320248060001;Quarta;2024
02604028120248060001;Quarta;2024
00103285120248060051;Quarta;2024
02005690620248060140;Terça;2024
02006554420228060108;Segunda;2024
00512753520218060090;Segunda;2024
30007308920248060158;Segunda;2024
06327295120248060000;Segunda;2024
02595505720248060001;Segunda;2024
02031171720248060071;Segunda;2024
30193564520248060001;;2024
02006444220228060099;Sexta;2024
30000216220248060220;Sexta;2024
30009892820248060112;Sexta;2024
30039144220248060000;Sexta;2024
02030947120248060071;Sexta;2024
30005867320238060151;Quinta;2024
02586758720248060001;Quinta;2024
06325761820248060000;Quinta;2024
30001453320248060030;Quarta;2024
30001461820248060030;Quarta;2024
30189546120248060001;Quarta;2024
06323934720248060000;Terça;2024
02004945120248060112;Terça;2024
02580530820248060001;Terça;2024
08000105420248060122;Terça;2024
06322774120248060000;Segunda;2024
02577075720248060001;Segunda;2024
02016216120248060035;;2024
30185016620248060001;Sexta;2024
30000455420238060114;Sexta;2024
30088288320238060001;Sexta;2024
02011116720248060158;Quinta;2024
02012283620238060112;Quinta;2024
30183215020248060001;Quinta;2024
02566751720248060001;Quinta;2024
02567055220248060001;Quinta;2024
02567332020248060001;Quinta;2024
02566275820248060001;Quinta;2024
02004636020248060167;Quarta;2024
02563053820248060001;Quarta;2024
06319604320248060000;Quarta;2024
30182739120248060001;Quarta;2024
06319847120248060000;Quarta;2024
02557996220248060001;Terça;2024
01710961420188060001;Terça;2024
30181681720248060001;Terça;2024
30007057620248060158;Terça;2024
06319093220248060000;Terça;2024
06319197620248060000;Terça;2024
30035896720248060000;Terça;2024
02561122320248060001;Terça;2024
02553821220248060001;Segunda;2024
02350470620238060001;Segunda;2024
02260033120218060001;Segunda;2024
30035429320248060000;Segunda;2024
02555588820248060001;Segunda;2024
02555865620248060001;Segunda;2024
02014386120228060035;Segunda;2024
02551145520248060001;;2024
06317413020248060000;;2024
02493701620238060001;Sexta;2024
02547161120248060001;Sexta;2024
02006578620228060181;Quinta;2024
06316339820248060000;Quinta;2024
02544424720248060001;Quinta;2024
30178607820248060001;Quinta;2024
30034407120248060000;Quarta;2024
30034371920248060000;Quarta;2024
02617480420238060001;Quarta;2024
02540301920248060001;Quarta;2024
30175299620248060001;Terça;2024
02534144420248060001;Segunda;2024
02534023020248060001;Segunda;2024
02011987720248060043;Segunda;2024
02533823920248060001;Segunda;2024
02533425720248060001;Segunda;2024
02530438020248060001;;2024
30173298920248060001;Sexta;2024
30173644920248060001;Sexta;2024
06312719620248060000;Sexta;2024
30011593320248060004;Sexta;2024
